user_id,Attrition
442,0.0
1091,0.0
981,1.0
785,0.0
1332,1.0
501,0.0
1058,1.0
1253,0.0
751,0.0
122,0.0
268,0.0
940,0.0
1125,0.0
540,0.0
1034,0.0
432,0.0
794,0.0
666,0.0
942,0.0
1114,0.0
853,0.0
1330,0.0
692,0.0
548,0.0
54,1.0
319,0.0
1147,0.0
1235,0.0
1436,1.0
520,0.0
983,0.0
1347,0.0
465,0.0
966,0.0
31,0.0
420,0.0
1462,0.0
1408,0.0
89,0.0
298,0.0
875,0.0
1385,0.0
1430,0.0
223,0.0
1412,0.0
1375,0.0
4,0.0
1174,0.0
892,1.0
34,0.0
1310,0.0
182,1.0
467,0.0
52,0.0
1032,1.0
142,0.0
1440,0.0
528,0.0
629,0.0
1051,0.0
1269,0.0
993,0.0
526,0.0
278,0.0
887,0.0
1275,0.0
667,0.0
792,0.0
148,0.0
1039,0.0
1414,0.0
474,0.0
1341,0.0
1158,0.0
393,0.0
965,0.0
1397,0.0
743,0.0
980,0.0
1410,0.0
916,0.0
1300,0.0
642,0.0
1064,0.0
1318,0.0
1247,0.0
187,0.0
1023,0.0
1183,0.0
1073,0.0
1311,0.0
9,0.0
1019,0.0
1180,0.0
1405,0.0
1120,0.0
483,0.0
310,0.0
722,0.0
5,0.0
482,0.0
204,0.0
1086,1.0
376,0.0
740,0.0
299,0.0
1218,0.0
546,0.0
1434,0.0
1400,0.0
302,0.0
1096,0.0
360,0.0
1131,0.0
191,0.0
315,0.0
211,0.0
215,0.0
279,0.0
1179,0.0
141,0.0
1227,0.0
641,0.0
14,1.0
82,0.0
1301,0.0
787,0.0
583,0.0
333,0.0
610,0.0
390,0.0
1083,0.0
2,0.0
554,0.0
85,0.0
995,0.0
107,0.0
930,0.0
1306,0.0
1308,0.0
489,0.0
361,0.0
1090,0.0
80,0.0
152,0.0
1452,0.0
1093,0.0
231,0.0
693,0.0
96,0.0
224,0.0
948,0.0
1015,0.0
913,0.0
445,0.0
1,0.0
425,0.0
159,0.0
1210,0.0
227,0.0
838,0.0
1416,0.0
161,0.0
656,1.0
308,0.0
253,0.0
1084,0.0
113,0.0
1292,0.0
898,0.0
295,0.0
608,0.0
175,0.0
970,0.0
45,0.0
487,0.0
1358,0.0
55,0.0
657,0.0
1126,0.0
254,0.0
491,0.0
867,0.0
1396,1.0
587,0.0
863,0.0
536,0.0
619,0.0
192,0.0
1411,0.0
1460,0.0
1273,0.0
1425,0.0
574,0.0
108,0.0
651,0.0
567,0.0
728,0.0
842,0.0
426,0.0
260,0.0
580,0.0
1021,0.0
1173,0.0
572,0.0
679,0.0
1349,0.0
233,0.0
303,0.0
506,0.0
364,0.0
1100,0.0
27,0.0
1056,0.0
317,0.0
471,0.0
907,0.0
202,0.0
1129,0.0
1069,0.0
1263,0.0
381,0.0
1137,1.0
914,0.0
634,0.0
184,0.0
431,0.0
1413,0.0
1438,1.0
1361,0.0
326,0.0
19,0.0
726,0.0
330,0.0
353,0.0
1074,0.0
1360,0.0
412,0.0
1149,0.0
649,0.0
1279,0.0
638,0.0
18,0.0
500,0.0
1099,0.0
1075,0.0
53,0.0
632,0.0
874,0.0
342,0.0
47,0.0
459,0.0
748,1.0
609,0.0
989,0.0
1038,0.0
473,0.0
711,1.0
717,0.0
140,0.0
1123,0.0
39,0.0
1368,0.0
1026,0.0
322,0.0
742,0.0
935,0.0
479,0.0
1236,1.0
1079,0.0
461,0.0
58,0.0
241,0.0
1103,0.0
783,0.0
1399,0.0
56,0.0
665,0.0
575,0.0
505,0.0
443,1.0
1283,0.0
516,0.0
29,0.0
270,0.0
924,0.0
1288,0.0
985,0.0
1327,0.0
1439,0.0
481,0.0
124,1.0
198,0.0
1229,0.0
