user_id,Attrition
442,0.02310695556918953
1091,0.1080567429817889
981,0.6219951122621307
785,0.06839280942272614
1332,0.6331785870378943
501,0.032003942120476414
1058,0.660658632061074
1253,0.0726500434375214
751,0.0016682762062732077
122,0.33724103603710864
268,0.025049152725649653
940,0.223370304732773
1125,0.0666387785678471
540,0.7998400291978113
1034,0.08018467548875127
432,0.007297382752914625
794,0.1314978824041921
666,0.04715388017388626
942,0.10446449608660625
1114,0.08506573728061002
853,0.1677210009928258
1330,0.029363723542446686
692,0.01697409864330213
548,0.0383486688842777
54,0.5136224833073207
319,0.4664561292448512
1147,0.04284670546826213
1235,0.025490859343264335
1436,0.6956208289477371
520,0.030443098955502877
983,0.019185314049507584
1347,0.13586663141443717
465,0.08852828842380088
966,0.13416843285549798
31,0.08208004037644051
420,0.006556138328266729
1462,0.06815401188757629
1408,0.1297380799080016
89,0.0118826860168423
298,0.05739647232009358
875,0.023711487395711276
1385,0.011862765321259506
1430,0.004063661918325223
223,0.010682214957231814
1412,0.029313969080482876
1375,0.6733940902482833
4,0.24957761266130996
1174,0.0015610885234253562
892,0.5842753119077987
34,0.2110870651915965
1310,0.10420706907783994
182,0.7189164510608015
467,0.017387762392386517
52,0.1734345077319561
1032,0.6794813266452463
142,0.23235286278265654
1440,0.02340260813799679
528,0.4350994200554729
629,0.009213500128918157
1051,0.39009679982089457
1269,0.01418975594152691
993,0.1582634357164574
526,0.16371021212973802
278,0.042878821991182724
887,0.36854344343131545
1275,0.07495841086130756
667,0.2143789096278157
792,0.22102558483693419
148,0.05349034467546224
1039,0.4020108686457343
1414,0.046571748090632636
474,0.05136815940868455
1341,0.07757881577056062
1158,0.08136683723951275
393,0.03048506874988705
965,0.08217376738889058
1397,0.0223838732533596
743,0.07402577729033027
980,0.5145512915330943
1410,0.022265672682845527
916,0.007572115374719785
1300,0.010450432231549067
642,0.14624104395186688
1064,0.041026369336535945
1318,0.07752149578479674
1247,0.07733725516201331
187,0.0013537364596251026
1023,0.02551076038683346
1183,0.014775510604208442
1073,0.050617684274607645
1311,0.13686606637957113
9,0.031007890784521992
1019,0.18684238026389208
1180,0.43581354558064783
1405,0.0032727037427392486
1120,0.10866574168572479
483,0.41613745387477713
310,0.6645792437659747
722,0.044757220660645455
5,0.10668678813787134
482,0.1921441428191208
204,0.39780158838959817
1086,0.39672823583774225
376,0.0058989493632415685
740,0.11982313090629099
299,0.011380679680776813
1218,0.057237621532997315
546,0.1805387621147691
1434,0.04190246661833041
1400,0.24343577157380106
302,0.020304312050336837
1096,0.06298592440902463
360,0.008169144311277982
1131,0.11207683486793533
191,0.05105961843726024
315,0.047775139586112986
211,0.006843762480249676
215,0.07753307890722537
279,0.012309740227241624
1179,0.007725701819798927
141,0.07327687506021752
1227,0.033144048912976225
641,0.033491359788735825
14,0.8423313771640304
82,0.0246072271350569
1301,0.007824468195254517
787,0.006574853844098146
583,0.038881501294810696
333,0.0863920935967613
610,0.012452962028802337
390,0.0052159264184005625
1083,0.3695364175871458
2,0.47228740233665134
554,0.3966961104106941
85,0.03182606192515099
995,0.5324475999100796
107,0.5885578538944602
930,0.08562698030758731
1306,0.1531149167612694
1308,0.6210877739426139
489,0.01741022015662558
361,0.03310679498872489
1090,0.030140826896264454
80,0.15816200967305
152,0.3843530942114061
1452,0.014835714246259344
1093,0.22777867890708245
231,0.005336559432997791
693,0.03749934377369913
96,0.11940713601892308
224,0.005093200450293273
948,0.06439241574218497
1015,0.06307829658269423
913,0.4942318462420119
445,0.03822347926543691
1,0.011090036911681705
425,0.014594914515599156
159,0.17858965425740003
1210,0.015268941834309888
227,0.0051930177042375635
838,0.5767766032552967
1416,0.005538205870561142
161,0.0716350618694865
656,0.935773744620187
308,0.02526751200824387
253,0.23429268984425847
1084,0.2776147949103613
113,0.048117931277050774
1292,0.024132179247119356
898,0.002292627595191658
295,0.17239178037687625
608,0.029410768566024814
175,0.03858431822301767
970,0.1119917816505834
45,0.027867069837457695
487,0.23563030597074433
1358,0.04423977848263031
55,0.11830549893055446
657,0.08048683493136528
1126,0.10151678680738516
254,0.025870038893591168
491,0.11565990905941846
867,0.004314835090742277
1396,0.7951686311912992
587,0.019790468149484666
863,0.04925184599570031
536,0.5012313409509366
619,0.02866350095638389
192,0.4317257592883955
1411,0.21523095408459372
1460,0.26223340072681517
1273,0.31481981188729397
1425,0.06907277915809658
574,0.011506991982138571
108,0.015981055977968908
651,0.09955977924170802
567,0.03250362213517977
728,0.007643746846988492
842,0.4305858547712852
426,0.022435704947190646
260,0.3404422777573851
580,0.1679437767274206
1021,0.8683799701009122
1173,0.00788169145472913
572,0.06199397732015592
679,0.020114824329292694
1349,0.12410730647313264
233,0.0013044259370587595
303,0.049767889885136925
506,0.007930380274824577
364,0.04099866466883302
1100,0.13304070107705923
27,0.033852703466110336
1056,0.5751712492928158
317,0.07802359298892689
471,0.008289431556514336
907,0.013105000286706359
202,0.17751375741548384
1129,0.041574936209217525
1069,0.16678478822420464
1263,0.08731876710498922
381,0.2899934055140663
1137,0.3515877738073674
914,0.028266369767316734
634,0.31642591906202455
184,0.00250713254342651
431,0.06094016289149648
1413,0.29037892933653114
1438,0.7727993959653666
1361,0.05341022949202796
326,0.04020994587072702
19,0.17881539669358815
726,0.019728944031503697
330,0.028949179352174236
353,0.09669459255301452
1074,0.20567799563547742
1360,0.32621099650402074
412,0.0019390091113374666
1149,0.10181312393813709
649,0.009004335890798658
1279,0.2576449466598869
638,0.4384766090280543
18,0.007332180157547029
500,0.12743512268307844
1099,0.18605488379658516
1075,0.030341320297488435
53,0.0500891228936746
632,0.21506861424072435
874,0.14782344481999324
342,0.03993843277513119
47,0.1977653234772955
459,0.11528347610581989
748,0.4231719389578491
609,0.008247219490357222
989,0.14175735218749277
1038,0.13792649243725696
473,0.0023523734908444563
711,0.5635567944678966
717,0.2800638118640309
140,0.6541669419987424
1123,0.3158418064554142
39,0.024583246754985036
1368,0.20944447441182446
1026,0.042855390891641545
322,0.07314874568035247
742,0.1255055684378389
935,0.00659992531515176
479,0.601056935346752
1236,0.41655069662714495
1079,0.018668779849629034
461,0.05884116494979126
58,0.010335611111058733
241,0.08643229843978949
1103,0.019484665547213252
783,0.009832460437103716
1399,0.011055243876256298
56,0.04068926479663239
665,0.39444123434756984
575,0.12432802823187517
